論文名稱(中文),畢業學年度,學位類別,作者,博碩士論文網址
技術型高級中等學校推動學習歷程檔案課題之研究,113,碩士,李宜美,https://hdl.handle.net/11296/766z2u
抑制控制及訓練對國小學生後設理解準確性之影響,113,博士,李昕寧,https://hdl.handle.net/11296/ay6hyz
抵抗日蝕：石黑一雄《克拉拉與太陽》中的後人類主義與意義意志,113,碩士,倪樹言,https://hdl.handle.net/11296/wqdt4h
拉曼光譜於色胺酸代謝物檢測之優化比較與中孔洞氧化石墨烯奈米粒子於細胞探針應用之整合研究,113,碩士,林奇宏,https://hdl.handle.net/11296/46982a
持續性人力資源管理對員工主動行為與留職承諾的影響,113,碩士,林雅雯,https://hdl.handle.net/11296/yx5349
掌性石墨烯奈米帶邊緣形貌調控對拓樸結構及磁性性質的影響,113,碩士,湯子萱,https://hdl.handle.net/11296/7eew4s
排球比賽轉播影像之場地自動分割與幾何校正研究,113,碩士,黃富祥,https://hdl.handle.net/11296/26hhxy
探究「身聲劇場」2013−2023表演美學以《新．尋龍記》為例,113,碩士,劉羿伶,https://hdl.handle.net/11296/p23485
探究中高齡使用Podcast之趨避衝突與行為模式,113,碩士,但憶柔,https://hdl.handle.net/11296/34qvav
探究低社經背景兒童及其教師幼小銜接之經驗—以台北市一所公立國小及其幼兒園為例,113,碩士,沈僑洢,https://hdl.handle.net/11296/7agg6v
探究教師使用生成式 AI 之科技創新意識、體驗價值、使用者滿意度與未來使用意願：以國小教師為例,113,碩士,鄭伊婷,https://hdl.handle.net/11296/35n637
探究白藜蘆醇在化療藥物誘導出血性膀胱炎與過動膀胱之角色與機轉,113,碩士,陳梓翔,https://hdl.handle.net/11296/r4ft92
探索從頭設計IAPP結合性多肽之可行性,113,碩士,周哲宇,https://hdl.handle.net/11296/q9dzj7
探討ChatGPT輔助翻轉教學中技能學習者的學習清晰度與學習焦慮經驗,113,碩士,廖晨昕,https://hdl.handle.net/11296/fqa7e7
探討保險經紀人公司業務人員的工作特性、職涯發展與工作選擇的影響,113,碩士,張忠緯,https://hdl.handle.net/11296/pc5s45
探討個案管理時間與藥物濫用者復用率：以桃園地區為例,113,碩士,蔡玉蕾,https://hdl.handle.net/11296/fn587r
探討公部門員工在工作價值觀、敬業度以及留任意願之關聯性,113,碩士,黃微淩,https://hdl.handle.net/11296/x3neyu
探討動物保護議題之同理心教學對高中學生同理心與非形式推理能力之影響,113,碩士,宋芓逵,https://hdl.handle.net/11296/564ww5
探討印尼家事看護移工與臺灣女性雇主間的勞雇關係困境和解決策略,113,碩士,林韋婷,https://hdl.handle.net/11296/t65ns7
探討台灣青少年非肢體攻擊行為及受害經驗之雙向關係－隨機截距交叉延宕模型分析,113,碩士,許如筑,https://hdl.handle.net/11296/3a53zt
探討增加投球時間限制後對先發投手個人數據之影響-以2021-2024賽季美國職棒大聯盟,113,碩士,耿文凱,https://hdl.handle.net/11296/ehb9tq
探討大專七人制橄欖球運動員之肌力特徵與重複衝刺能力之關係,113,碩士,朱茗漢,https://hdl.handle.net/11296/4d2462
探討奈米塑膠微粒在酸性水中對斑馬魚胚胎之感覺功能、離子調控與心血管系統之影響,113,碩士,洪芸柔,https://hdl.handle.net/11296/t8a55j
探討女性籃球運動員賽季前及賽季中的能量可用率與訓練負荷對月經週期與睡眠的影響,113,碩士,許嘉芳,https://hdl.handle.net/11296/r36fr2
探討工作自主性與工作敬業度的關係－以個人－工作適配為中介、職業自我效能為調節,113,碩士,林奇慧,https://hdl.handle.net/11296/83cp59
探討應力效應對鐵修飾石墨相氮化碳電催化氧氣還原反應之影響,113,碩士,許思玲,https://hdl.handle.net/11296/8xrjpm
探討成年初顯期年輕人使用大麻之影響因素與政策觀點,113,碩士,侯以諾,https://hdl.handle.net/11296/t55wpk
探討教師虛擬實境教學概念對學生虛擬實境感知能動性與學習參與度之影響,113,博士,吳書豪,https://hdl.handle.net/11296/grm67m
探討現代阿卡貝拉音樂的限制與獨特性－以創作專輯《守浪人》為例,113,碩士,朱世明,https://hdl.handle.net/11296/2mv8xx
探討甲基乙二醛和高度糖化終產物對於腎脂毒性之影響,113,碩士,許慧敏,https://hdl.handle.net/11296/637663
探討社區長者使用衛教機器人認識預立醫療照護諮商之影響因素,113,碩士,楊家宜,https://hdl.handle.net/11296/dmf29k
探討稻殼矽素液與食品級二氧化矽液調節成骨細胞生成及礦化之研究,113,碩士,蘇穎婕,https://hdl.handle.net/11296/xxn4h9
探討親職壓力與幼兒執行功能的關聯性,113,碩士,周玟萱,https://hdl.handle.net/11296/bk4bgq
探討運動機械錶擁有者人格特質與購買動機間之關係,113,碩士,陳榮恩,https://hdl.handle.net/11296/b4d5j6
探討運用自動語音辨識為基礎的電腦輔助發音教學系統於技術型高中學生英語發音學習之研究,113,碩士,馮冠傑,https://hdl.handle.net/11296/6nnz9q
探討電子零組件製造業員工組織文化感知對職場心理健康的影響-以工作壓力為中介變項,113,碩士,田淳凱,https://hdl.handle.net/11296/znz3mr
探討青少年期捆綁處理造成小鼠類焦慮行為和對內側前額葉皮質産生不良影響,113,碩士,陳子漠,https://hdl.handle.net/11296/kksntt
探討香檸檬萃取配方減緩高脂飲食餵食倉鼠脂質蓄積之功效,113,碩士,黃婷瑜,https://hdl.handle.net/11296/fykskh
探討高中生於探究導向的社會性科學議題教學取向（SSIBL）之探究能力與態度表現—以水資源議題為例,113,碩士,蕭嫚,https://hdl.handle.net/11296/7t8zc7
提升個人化語音活動檢測之穩健性、緊湊性與靈活性,113,碩士,游恩倫,https://hdl.handle.net/11296/57dh97
提取日誌資料生成溯源圖,113,碩士,李永豐,https://hdl.handle.net/11296/4ub866
揭示人類降鈣素雙位點突變變異體其抑制聚集機制,113,碩士,潘沛君,https://hdl.handle.net/11296/k2x752
摻釤釔鐵石榴石薄膜的磁異向性和磁光特性,113,碩士,沈如芸,https://hdl.handle.net/11296/5xswrr
摻雜錳對鐵硒超導體性質與霍爾效應的影響研究,113,碩士,賴榮俊,https://hdl.handle.net/11296/rh2wws
攜帶式及產線型自動化色澤快檢機—以西式香腸為例,113,博士,王彥翔,https://hdl.handle.net/11296/d3c38y
攝取甜菜根汁對於蹲舉表現之急性影響,113,碩士,林姿妘,https://hdl.handle.net/11296/2jns8t
政府資源依賴下非營利組織的價值創造,113,碩士,曾孟儀,https://hdl.handle.net/11296/67ran2
政府贊助下的臺灣漫畫外譯活動,113,碩士,吳承瑾,https://hdl.handle.net/11296/9r8529
教師健康素養、健康行為與膳食纖維、維生素D及鈣攝取量之相關研究,113,碩士,陳隆昀,https://hdl.handle.net/11296/y6jthj
教師反思的策略探究：心理距離的介入與智慧的啟發,113,博士,楊松諺,https://hdl.handle.net/11296/fxa5sy
教育技術新浪潮：教師運用數位科技融入教學之研究,113,博士,林意珊,https://hdl.handle.net/11296/mnh657
教育設計研究在發展醫學教育課程的運用：結合設計思考與行為改變輪以提升醫學生健康識能反應能力,113,博士,王澤強,https://hdl.handle.net/11296/9mu6uw
教養互動與兒童網路使用關聯之範域文獻回顧,113,碩士,張瑋蒨,https://hdl.handle.net/11296/6xq532
散文集《放不下也沒關係》的創作分析,113,碩士,黃毓雯,https://hdl.handle.net/11296/za487s
敲打聲中的變與不變：社會變遷對金工師傅專業認同與社會地位知覺的影響,113,碩士,王澧錞,https://hdl.handle.net/11296/4gh4q6
整合資料包絡分析法與時間導向作業基礎成本制評估運動酒吧菜單與酒單項目之經營效率,113,碩士,侯碩,https://hdl.handle.net/11296/c4x857
數位轉型之人資人才技能需求研究,113,碩士,吳佳融,https://hdl.handle.net/11296/g69xa3
文化為本的華語教學：從改變思維方式入手,113,碩士,丘芷綾,https://hdl.handle.net/11296/ec77s2
文化脫節的都市再生？以漢堡港城探討文化角色的制度困境與實踐侷限,113,碩士,王怡靜,https://hdl.handle.net/11296/uqaxsw
文化資產如何發展成國小社會領域教學之研究,113,碩士,曾俐穎,https://hdl.handle.net/11296/57qhwf
新任主管與團隊促進磨合的關鍵領導行為之研究,113,碩士,管敬亭,https://hdl.handle.net/11296/vjx9fk
新創企業福利措施對員工工作滿意度與工作績效的影響-以不同世代為調節變項,113,碩士,蘇柏菁,https://hdl.handle.net/11296/j4wd2u
新北市國民中學數位學習實施之研究,113,博士,吳佳珊,https://hdl.handle.net/11296/868u95
新北市某國中學生食品健康素養與拒絕糖飲行為之研究,113,碩士,謝欣妙,https://hdl.handle.net/11296/6kx442
新北市淡水區地名探討,113,碩士,林月圓,https://hdl.handle.net/11296/ftxxg8
新北市鶯歌陶瓷博物館建築能源模擬研究,113,碩士,邱廷佾,https://hdl.handle.net/11296/xr6b8y
新型生物素衍生物的合成及其在強效免疫組織化學中的應用,113,碩士,胡信帷,https://hdl.handle.net/11296/a4dw38
新型鎢金屬有機框架衍生物複合石墨烯應用於超級電容器負極材料之開發,113,碩士,林璟棠,https://hdl.handle.net/11296/ya7tt9
新校訂文本下：馬勒《第四號交響曲》的出版脈絡與指揮研究,113,碩士,黃柏瑄,https://hdl.handle.net/11296/bjrcne
新生期地塞米松投藥處理對於海馬迴內BDNF-mTOR訊息傳遞路徑的跨代不良影響,113,碩士,鄭恩宇,https://hdl.handle.net/11296/r7c59k
於 Cycles 渲染器整合鏡面流形採樣以增強鏡面光傳輸,113,碩士,"Delattre, Victor Gilles",https://hdl.handle.net/11296/v8492v
旅遊發展與農村永續生計: 再思印尼北蘇門答臘省多巴湖地區的觀光發展,113,博士,"Naibaho, Betti Betharia Sonata",https://hdl.handle.net/11296/z6k673
族群議題融入馬來西亞獨中課程實踐之研究：以破除刻板印象為例,113,碩士,王怡婷,https://hdl.handle.net/11296/97vt24
日光導引系統於現代建築之特性與舒適度評估,113,碩士,吳培郡,https://hdl.handle.net/11296/qdytjq
日本公眾外交政策之研究：以安倍政府之實踐為例 （2012-2020年）,113,博士,林盈秀,https://hdl.handle.net/11296/f925ck
日本南方黑潮大蛇行變動之研究,113,碩士,林星辰,https://hdl.handle.net/11296/p5b83w
日本統治的另類殖民遺產：臺灣聖教會之發展（1910s-1950s）,113,碩士,劉悅音,https://hdl.handle.net/11296/fg7g8w
日本與台灣之間的企業文化及工作環境差異研究,113,碩士,瀧上一非,https://hdl.handle.net/11296/vsz5x8
日籍學習者之華語教具解謎遊戲設計──以臺灣外交部及觀光局出版品為主,113,碩士,謝馨儀,https://hdl.handle.net/11296/dsj2t6
早期正向父母行為與執行功能之關聯性探討-行為和fNIRS研究,113,博士,周姗姗,https://hdl.handle.net/11296/qyghj4
明代中晚期至清初蘇州文氏家族群體與藝文活動研究,113,博士,江佩純,https://hdl.handle.net/11296/gz26rw
明華園《超炫白蛇傳》之舞台字幕英譯策略分析研究,113,碩士,邱盈嘉,https://hdl.handle.net/11296/ragdxt
明萬曆朝播州之役及其後續,113,碩士,陳奕翔,https://hdl.handle.net/11296/7gagpn
時間反衍對稱耦合BHZ模型之研究,113,碩士,曾翌青,https://hdl.handle.net/11296/sp2wct
晚明刑案與河南社會──以《讞豫勿喜錄》為中心,113,碩士,廖梅惠,https://hdl.handle.net/11296/s86j25
晚清民初科學小說研究（1902-1919）,113,碩士,莊釺釺,https://hdl.handle.net/11296/q2m9e7
暖流 (黑潮) 引起之區域非均勻加熱對熱帶氣旋路徑的影響機制,113,碩士,黃莉蓁,https://hdl.handle.net/11296/xahh95
曾文溪及高屏溪流域動態儲水量之評估與比較,113,碩士,湯憶寧,https://hdl.handle.net/11296/wbm2t2
有機碲催化劑合成與有機硫、有機硒鹽合成及其應用,113,碩士,許升銘,https://hdl.handle.net/11296/eu9xhe
服務提供者類型與服務暇疵補救策略對顧客服務評價之影響,113,碩士,李政泰,https://hdl.handle.net/11296/48qc3d
朝聖之路的存在主義維度——以沙特的哲學視角探討,113,碩士,楊子萱,https://hdl.handle.net/11296/4wyp9a
未婚成人之不安全依附與婚姻態度,113,碩士,洪婉芸,https://hdl.handle.net/11296/fz75r8
末期腎臟病病人參與醫病共享決策、健康素養與復原力之相關研究,113,碩士,曾玉蓮,https://hdl.handle.net/11296/68f82n
本土雙語模式在國民中學童軍科課程之應用:學習成效與教學挑戰之研究,113,碩士,董宇,https://hdl.handle.net/11296/9mb99d
村里長對失智症的知識、態度及服務行為執行信心之因素探討-以宜蘭縣為例,113,碩士,葉敏如,https://hdl.handle.net/11296/cx4g95
杜威《評價理論》在七年級童軍課程教科書之應用研究,113,碩士,盧御珊,https://hdl.handle.net/11296/ac2fbm
東南亞新住民家庭臺籍父親之父職與資源管理,113,碩士,賀郁婷,https://hdl.handle.net/11296/emh487
東南亞籍喪偶女性新住民的家庭生活經驗與調適歷程,113,碩士,陳凱寧,https://hdl.handle.net/11296/7m3853
校園遊戲場對於兒童發展之設計創作研究,113,碩士,林泊彣,https://hdl.handle.net/11296/w2jvq8
校園霸凌防制準則修法歷程研究-以多元流程模式觀點分析,113,博士,金忻瑩,https://hdl.handle.net/11296/7y5zga
桃園市國民中學雙語教育學校行政支持與教師教學實踐之研究,113,碩士,陳秋貝,https://hdl.handle.net/11296/7r9pa2
桌球菁英男子單打得分表現分析,113,碩士,張敏泓,https://hdl.handle.net/11296/srm598
植化素誘導之分泌性自噬促進RAB37媒介的TIMP1分泌與改善人類肝細胞癌的索拉非尼抗藥性,113,碩士,許琦佩,https://hdl.handle.net/11296/gpnw92
歐普藝術應用於柿染工藝創作,113,碩士,張毖偲,https://hdl.handle.net/11296/s2m869
歐美奇幻與科幻翻譯小說之分類建構與評估,113,碩士,陳鯨,https://hdl.handle.net/11296/69s55j
正向心理健康班級經營對國中學生之效果研究,113,碩士,邱子丹,https://hdl.handle.net/11296/6hu9pb
正念介入對國中體育班學生特質焦慮之影響,113,碩士,林同承,https://hdl.handle.net/11296/mfk6km
正念飲食對綠色餐廳選擇意願及用餐惜食行為之影響：探討自我與外部焦點之發展歷程,113,博士,池珏,https://hdl.handle.net/11296/e6yv3f
歷史文本參照、劇場性與性別操演：蘇匯宇近期錄像作品研究（2016 - 2020）,113,碩士,郭語喬,https://hdl.handle.net/11296/c7tg6d
歸屬之地－黃品潔創作論述,113,碩士,黃品潔,https://hdl.handle.net/11296/7qgmw4
比較3對3籃球比賽不同結束方式之進攻節奏,113,碩士,陳映慈,https://hdl.handle.net/11296/nvwg58
比較臺灣中年人三十年前後飲食與體圍之變化,113,碩士,吳婷琦,https://hdl.handle.net/11296/7rpnca
毫電荷粒子之研究及偵測,113,博士,"Bui, Hong-Nhung",https://hdl.handle.net/11296/83uu2n
氮化鋁覆蓋層應用於氧化鋯鉿鐵電元件之電性分析,113,碩士,林書玄,https://hdl.handle.net/11296/575gcg
水金九居民對於導入地質公園的地方認同感時空動態,113,碩士,何亮軒,https://hdl.handle.net/11296/x6yw6y
永續效益認知與知覺價值及購買意圖之相關研究－以雙北國民運動中心為例,113,碩士,陳昱任,https://hdl.handle.net/11296/9njf89
永續繪本之實踐：從選書指引到教學設計,113,博士,李馨雅,https://hdl.handle.net/11296/65gm2n
永續零售：企業面、產品面以及商店面層級因素對銷售努力的影響,113,碩士,連淯珩,https://hdl.handle.net/11296/75w2a8
